"Internal Reference","Name","Description","Barcode","Product Category/ID","Point of Sale Category/ID","Product Type","Cost","Sales Price","Available in POS","Can be Purchased","Can be Sold"
"AA181022","Bearing Race Lower","Bearing Race Lower","AA181022","point_of_sale.00028","pos_category.3w","Storable Product","740.0","740.0","True","True","True"
"AB181033","Bearing Race Lower","Bearing Race Lower","AB181033","point_of_sale.00028","pos_category.3w","Storable Product","1260.0","1260.0","True","True","True"
"DG181046","Bearing Race Upper ","Bearing Race Upper ","DG181046","point_of_sale.00095","pos_category.2w","Storable Product","550.0","550.0","True","True","True"
"AB181011","Bearing Race-Low , Inn","Bearing Race-Low , Inn","AB181011","point_of_sale.00028","pos_category.3w","Storable Product","575.0","575.0","True","True","True"
"AB181019","Bearing Race-Upp Out","Bearing Race-Upp Out","AB181019","point_of_sale.00028","pos_category.3w","Storable Product","710.0","710.0","True","True","True"
"AL171095","Bearing Sleeve","Bearing Sleeve","AL171095","point_of_sale.00335","pos_category.3w","Storable Product","310.0","310.0","True","True","True"
"JG131206","Bearing Spacer Tube Rear","Bearing Spacer Tube Rear","JG131206","point_of_sale.00040","pos_category.2w","Storable Product","340.0","340.0","True","True","True"
"KPBF6203","Bearing-Ball-C3 -Hn3 Crankcase","Bearing-Ball-C3 -Hn3 Crankcase","KPBF6203","point_of_sale.00028","pos_category.2w","Storable Product","770.0","770.0","True","True","True"
"KPBC6204","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBC6204","point_of_sale.00028","pos_category.3w","Storable Product","750.0","750.0","True","True","True"
"KPBB6301","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6301","point_of_sale.00028","pos_category.2w","Storable Product","560.0","560.0","True","True","True"
"KPBB6302","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6302","point_of_sale.00028","pos_category.2w","Storable Product","860.0","860.0","True","True","True"
"KPBB6202","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6202","point_of_sale.00028","pos_category.2w","Storable Product","560.0","560.0","True","True","True"
"KPBF6305","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBF6305","point_of_sale.00028","pos_category.3w","Storable Product","1580.0","1580.0","True","True","True"
"KPBA6003","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBA6003","point_of_sale.00028","pos_category.qute","Storable Product","540.0","540.0","True","True","True"
"KPBC6301","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBC6301","point_of_sale.00028","pos_category.3w","Storable Product","530.0","530.0","True","True","True"
"KPBB6300","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6300","point_of_sale.00028","pos_category.2w","Storable Product","600.0","600.0","True","True","True"
"KPBA6006","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBA6006","point_of_sale.00028","pos_category.qute","Storable Product","760.0","760.0","True","True","True"
"KPBC6202","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBC6202","point_of_sale.00028","pos_category.2w","Storable Product","700.0","700.0","True","True","True"
"KPBA6007","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBA6007","point_of_sale.00028","pos_category.qute","Storable Product","820.0","820.0","True","True","True"
"KPBB6200","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6200","point_of_sale.00028","pos_category.2w","Storable Product","540.0","540.0","True","True","True"
"KPBC6302","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBC6302","point_of_sale.00028","pos_category.2w","Storable Product","930.0","930.0","True","True","True"
"KPBB6201","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBB6201","point_of_sale.00028","pos_category.2w","Storable Product","500.0","500.0","True","True","True"
"KPBC6004","Bearing-Ball-C3 Clearance","Bearing-Ball-C3 Clearance","KPBC6004","point_of_sale.00028","pos_category.2w","Storable Product","900.0","900.0","True","True","True"
"KPBF6304","Bearing-Ball-C3 Clearance-Hn3","Bearing-Ball-C3 Clearance-Hn3","KPBF6304","point_of_sale.00095","pos_category.2w","Storable Product","940.0","940.0","True","True","True"
"39252820","Bearing-Needle Rollor:14*20*16","Bearing-Needle Rollor:14*20*16","39252820","point_of_sale.00028","pos_category.3w","Storable Product","330.0","330.0","True","True","True"
"05181023","Bearing-Race Set","Bearing-Race Set","05181023","point_of_sale.00028","pos_category.2w","Storable Product","1565.0","1565.0","True","True","True"
"GF201016","Beeper Assembly 12 Dc","Beeper Assembly 12 Dc","GF201016","point_of_sale.00127","pos_category.2w","Storable Product","880.0","880.0","True","True","True"
"BF232433","Bell Hose For Seat Buckle","Bell Hose For Seat Buckle","BF232433","point_of_sale.00197","pos_category.qute","Storable Product","480.0","480.0","True","True","True"
"AB171032","Belleville Washer","Belleville Washer","AB171032","point_of_sale.00399","pos_category.3w","Storable Product","130.0","130.0","True","True","True"
"AA101484","Bellow","Bellow","AA101484","point_of_sale.00029","pos_category.3w","Storable Product","150.0","150.0","True","True","True"
"JH121042","Bellow","Bellow","JH121042","point_of_sale.00328","pos_category.2w","Storable Product","330.0","330.0","True","True","True"
"AB101058","Bellow","Bellow","AB101058","point_of_sale.00029","pos_category.3w","Storable Product","120.0","120.0","True","True","True"
"BG141254","Bellow","Bellow","BG141254","point_of_sale.00029","pos_category.3w","Storable Product","480.0","480.0","True","True","True"
"AA121089","Bellow  Intake  Assy","Bellow  Intake  Assy","AA121089","point_of_sale.00029","pos_category.3w","Storable Product","3040.0","3040.0","True","True","True"
"AA131024","Bellow (Differential Flange)","Bellow (Differential Flange)","AA131024","point_of_sale.00029","pos_category.3w","Storable Product","460.0","460.0","True","True","True"
"DJ181044","Bellow - Fork","Bellow - Fork","DJ181044","point_of_sale.00029","pos_category.2w","Storable Product","700.0","700.0","True","True","True"
"24131074","Bellow -Propeller Shaft","Bellow -Propeller Shaft","24131074","point_of_sale.00310","pos_category.3w","Storable Product","940.0","940.0","True","True","True"
"24121049","Bellow For Ucal Carb","Bellow For Ucal Carb","24121049","point_of_sale.00029","pos_category.3w","Storable Product","270.0","270.0","True","True","True"
"PD121006","Bellow Front Fork","Bellow Front Fork","PD121006","point_of_sale.00154","pos_category.2w","Storable Product","540.0","540.0","True","True","True"
"JG181211","Belly Pan","Belly Pan","JG181211","point_of_sale.00020","pos_category.2w","Storable Product","1315.0","1315.0","True","True","True"
"JY181309","Belly Pan Central","Belly Pan Central","JY181309","point_of_sale.00040","pos_category.2w","Storable Product","1520.0","1520.0","True","True","True"
"JP181201","Belly Pan Duke 390","Belly Pan Duke 390","JP181201","point_of_sale.00141","pos_category.2w","Storable Product","3020.0","3020.0","True","True","True"
"52JD0715","Belly Pan Lh Eb. Black With Dkl P135 Ls","Belly Pan Lh Eb. Black With Dkl P135 Ls","52JD0715","point_of_sale.00060","pos_category.2w","Storable Product","1730.0","1730.0","True","True","True"
"52JD0717","Belly Pan Lh Flame Red With Dkl P135","Belly Pan Lh Flame Red With Dkl P135","52JD0717","point_of_sale.00096","pos_category.2w","Storable Product","3950.0","3950.0","True","True","True"
"56JF384R","Belly Pan Lh K11 Ug Passion Red","Belly Pan Lh K11 Ug Passion Red","56JF384R","point_of_sale.00198","pos_category.2w","Storable Product","3070.0","3070.0","True","True","True"
"56JF385N","Belly Pan Lh K11 Ug Saffire Blue","Belly Pan Lh K11 Ug Saffire Blue","56JF385N","point_of_sale.00198","pos_category.2w","Storable Product","2600.0","2600.0","True","True","True"
"56JL386T","Belly Pan Lh K4 Ug Bright Yellow","Belly Pan Lh K4 Ug Bright Yellow","56JL386T","point_of_sale.00096","pos_category.2w","Storable Product","3020.0","3020.0","True","True","True"
"56JL384R","Belly Pan Lh K4 Ug Passion Red","Belly Pan Lh K4 Ug Passion Red","56JL384R","point_of_sale.00113","pos_category.2w","Storable Product","3850.0","3850.0","True","True","True"
"52JD0716","Belly Pan Lh Royal Blue With Dkl P135 Ls","Belly Pan Lh Royal Blue With Dkl P135 Ls","52JD0716","point_of_sale.00096","pos_category.2w","Storable Product","2390.0","2390.0","True","True","True"
"DH161622","Belly Pan Middle","Belly Pan Middle","DH161622","point_of_sale.00040","pos_category.2w","Storable Product","1270.0","1270.0","True","True","True"
"52JD0718","Belly Pan Rh Eb. Black With Dkl P135 Ls","Belly Pan Rh Eb. Black With Dkl P135 Ls","52JD0718","point_of_sale.00060","pos_category.2w","Storable Product","2000.0","2000.0","True","True","True"
"52JD0720","Belly Pan Rh Flame Red  With Dkl P135 Ls","Belly Pan Rh Flame Red  With Dkl P135 Ls","52JD0720","point_of_sale.00096","pos_category.2w","Storable Product","3950.0","3950.0","True","True","True"
"56JF394R","Belly Pan Rh K11 Ug Passion Red","Belly Pan Rh K11 Ug Passion Red","56JF394R","point_of_sale.00198","pos_category.2w","Storable Product","3080.0","3080.0","True","True","True"
"56JF395N","Belly Pan Rh K11 Ug Saffire Blue","Belly Pan Rh K11 Ug Saffire Blue","56JF395N","point_of_sale.00198","pos_category.2w","Storable Product","2720.0","2720.0","True","True","True"
"56JL396T","Belly Pan Rh K4 Ug Bright Yellow","Belly Pan Rh K4 Ug Bright Yellow","56JL396T","point_of_sale.00041","pos_category.2w","Storable Product","4200.0","4200.0","True","True","True"
"56JL394R","Belly Pan Rh K4 Ug Passion Red","Belly Pan Rh K4 Ug Passion Red","56JL394R","point_of_sale.00275","pos_category.2w","Storable Product","2710.0","2710.0","True","True","True"
"52JD0719","Belly Pan Rh Royal Blue With Dkl P135 Ls","Belly Pan Rh Royal Blue With Dkl P135 Ls","52JD0719","point_of_sale.00060","pos_category.2w","Storable Product","3560.0","3560.0","True","True","True"
"52DH2620","Belly Pan  Ebony Black Lh +Chrome Decal","Belly Pan  Ebony Black Lh +Chrome Decal","52DH2620","point_of_sale.00113","pos_category.2w","Storable Product","2890.0","2890.0","True","True","True"
"52DH2616","Belly Pan  Ebony Black Lh +Red  Decal","Belly Pan  Ebony Black Lh +Red  Decal","52DH2616","point_of_sale.00113","pos_category.2w","Storable Product","2890.0","2890.0","True","True","True"
"52DH2617","Belly Pan  Ebony Black Rh +Red  Decal","Belly Pan  Ebony Black Rh +Red  Decal","52DH2617","point_of_sale.00113","pos_category.2w","Storable Product","2920.0","2920.0","True","True","True"
"52DH2621","Belly Pan  Ebony Black  Rh +Chrome Decal","Belly Pan  Ebony Black  Rh +Chrome Decal","52DH2621","point_of_sale.00113","pos_category.2w","Storable Product","2870.0","2870.0","True","True","True"
"CS101176","Belt - Cvt","Belt - Cvt","CS101176","point_of_sale.00030","pos_category.2w","Storable Product","3330.0","3330.0","True","True","True"
"BF182634","Belt Assembly Seat Front","Belt Assembly Seat Front","BF182634","point_of_sale.00318","pos_category.qute","Storable Product","12820.0","12820.0","True","True","True"
"24221025","Belt Assembly-Seat","Belt Assembly-Seat","24221025","point_of_sale.00318","pos_category.3w","Storable Product","4090.0","4090.0","True","True","True"
"24131009","Bevel Gear","Bevel Gear","24131009","point_of_sale.00169","pos_category.3w","Storable Product","1620.0","1620.0","True","True","True"
"24131070","Bevel Gear Diff. Gear  Side","Bevel Gear Diff. Gear  Side","24131070","point_of_sale.00169","pos_category.3w","Storable Product","1800.0","1800.0","True","True","True"
"24131032","Bevel Gear Pin","Bevel Gear Pin","24131032","point_of_sale.00169","pos_category.3w","Storable Product","330.0","330.0","True","True","True"
"24131069","Bevel Gear Sat Gear Hsg. Side","Bevel Gear Sat Gear Hsg. Side","24131069","point_of_sale.00169","pos_category.3w","Storable Product","1070.0","1070.0","True","True","True"
"JZ181283","Bezel Hf","Bezel Hf","JZ181283","point_of_sale.00040","pos_category.2w","Storable Product","140.0","140.0","True","True","True"
"BF182638","Bf232433 Bkt For Cng Lwr Cover","Bf232433 Bkt For Cng Lwr Cover","BF182638","point_of_sale.00040","pos_category.qute","Storable Product","40.0","40.0","True","True","True"
"PD113413","Bkt Assy Eng Mtg Rear (Evap)","Bkt Assy Eng Mtg Rear (Evap)","PD113413","point_of_sale.00001","pos_category.2w","Storable Product","1210.0","1210.0","True","True","True"
"JZ113405","Bkt Comp Eng Mtg Top Lh","Bkt Comp Eng Mtg Top Lh","JZ113405","point_of_sale.00040","pos_category.2w","Storable Product","610.0","610.0","True","True","True"
"JZ113407","Bkt Comp Eng Mtg Top Rh","Bkt Comp Eng Mtg Top Rh","JZ113407","point_of_sale.00040","pos_category.2w","Storable Product","720.0","720.0","True","True","True"
"JZ113400","Bkt Comp Lh Eng Front","Bkt Comp Lh Eng Front","JZ113400","point_of_sale.00040","pos_category.2w","Storable Product","650.0","650.0","True","True","True"
"JZ113403","Bkt Comp Rh Eng Front","Bkt Comp Rh Eng Front","JZ113403","point_of_sale.00040","pos_category.2w","Storable Product","750.0","750.0","True","True","True"
"JN181004","Bkt Cowling","Bkt Cowling","JN181004","point_of_sale.00040","pos_category.2w","Storable Product","450.0","450.0","True","True","True"
"JN232802","Bkt Cowling Lower","Bkt Cowling Lower","JN232802","point_of_sale.00040","pos_category.2w","Storable Product","120.0","120.0","True","True","True"
"JZ181208","Bkt Cowling Lower","Bkt Cowling Lower","JZ181208","point_of_sale.00040","pos_category.2w","Storable Product","230.0","230.0","True","True","True"
"JA113401","Bkt Engine Hanger Rh","Bkt Engine Hanger Rh","JA113401","point_of_sale.00040","pos_category.2w","Storable Product","60.0","60.0","True","True","True"
"JC161015","Bkt Engine Mounting Upper - Rh","Bkt Engine Mounting Upper - Rh","JC161015","point_of_sale.00040","pos_category.2w","Storable Product","40.0","40.0","True","True","True"
"JN181003","Bkt Fairing Top","Bkt Fairing Top","JN181003","point_of_sale.00040","pos_category.2w","Storable Product","550.0","550.0","True","True","True"
"JZ232800","Bkt Number Plate","Bkt Number Plate","JZ232800","point_of_sale.00040","pos_category.2w","Storable Product","140.0","140.0","True","True","True"
"JN232801","Bkt Number Plate","Bkt Number Plate","JN232801","point_of_sale.00040","pos_category.2w","Storable Product","210.0","210.0","True","True","True"
"JD111012","Bkt Side Cover Lock","Bkt Side Cover Lock","JD111012","point_of_sale.00040","pos_category.2w","Storable Product","120.0","120.0","True","True","True"
"JF113809","Bkt Side Cover Mtg - K11","Bkt Side Cover Mtg - K11","JF113809","point_of_sale.00095","pos_category.2w","Storable Product","160.0","160.0","True","True","True"
"JF171009","Bkt Side Cover Mtg Lh - K11","Bkt Side Cover Mtg Lh - K11","JF171009","point_of_sale.00113","pos_category.2w","Storable Product","680.0","680.0","True","True","True"
"52JL0072","Bkt Side Stand W/O Powder Coating Aft Ed","Bkt Side Stand W/O Powder Coating Aft Ed","52JL0072","point_of_sale.00040","pos_category.2w","Storable Product","1500.0","1500.0","True","True","True"
"DP161101","Bkt.Asy-Re No Plate","Bkt.Asy-Re No Plate","DP161101","point_of_sale.00040","pos_category.2w","Storable Product","190.0","190.0","True","True","True"
"22150442","Bleed Screw","Bleed Screw","22150442","point_of_sale.00041","pos_category.3w","Storable Product","80.0","80.0","True","True","True"
"DK151066","Bleeder Cap","Bleeder Cap","DK151066","point_of_sale.00041","pos_category.2w","Storable Product","25.0","25.0","True","True","True"
"JG131811","Bleeder Screw","Bleeder Screw","JG131811","point_of_sale.00336","pos_category.2w","Storable Product","100.0","100.0","True","True","True"
"AB151079","Bleeder Screw","Bleeder Screw","AB151079","point_of_sale.00041","pos_category.3w","Storable Product","280.0","280.0","True","True","True"
"DK151067","Bleeder Screw","Bleeder Screw","DK151067","point_of_sale.00041","pos_category.2w","Storable Product","170.0","170.0","True","True","True"
"39264223","Blind Grommet For Rear Body Panel","Blind Grommet For Rear Body Panel","39264223","point_of_sale.00177","pos_category.3w","Storable Product","25.0","25.0","True","True","True"
"56JL023G","Blinker Bkt (Jl113800) Moon Light Silver","Blinker Bkt (Jl113800) Moon Light Silver","56JL023G","point_of_sale.00040","pos_category.2w","Storable Product","2140.0","2140.0","True","True","True"
"DJ201208","Blinker Fr. Lh(Cl) Flexible","Blinker Fr. Lh(Cl) Flexible","DJ201208","point_of_sale.00213","pos_category.2w","Storable Product","640.0","640.0","True","True","True"
"DJ201209","Blinker Fr. Rh (Cl) Flexible","Blinker Fr. Rh (Cl) Flexible","DJ201209","point_of_sale.00213","pos_category.2w","Storable Product","640.0","640.0","True","True","True"
"DJ201049","Blinker Lens L/H","Blinker Lens L/H","DJ201049","point_of_sale.00213","pos_category.2w","Storable Product","200.0","200.0","True","True","True"
"DJ201050","Blinker Lens R/H","Blinker Lens R/H","DJ201050","point_of_sale.00213","pos_category.2w","Storable Product","240.0","240.0","True","True","True"
"JZ151024","Blinker Mtg Bkt","Blinker Mtg Bkt","JZ151024","point_of_sale.00040","pos_category.2w","Storable Product","190.0","190.0","True","True","True"
"JZ151008","Blinker Mtg Bkt","Blinker Mtg Bkt","JZ151008","point_of_sale.00040","pos_category.2w","Storable Product","200.0","200.0","True","True","True"
