STR_PART_CODE,STR_DESC,INT_QTY,INT_TOTAL_COST,INT_AVG_UNIT_COST
DJ101705,DAMPER CRANKSHAFT,5,1245,249
39182912,SPRING WASHER,71,589.3,8.3
JC201045,IGNITION SWITCH(180/200 UPGRADE),1,2822,2822
SVA0054,JOINT PLATED COVER SET,4,464.8,116.2
SVA0053,HAND GRIPS 2pcs (BLACK),1,249,249
BF401145,HEAD LAMP ASS  RH ASY RHD 60 55W,1,7667,7667
52DH1527,SI.CVR LH ASLY  DCL KH.EB.BL P150 UG+BS4,2,5627.4,2813.7
39183012,WASHER - SPRING,10,41.5,4.15
AA101883,VALVE PRESSURE RELIEF  ASSEMBLY,2,514.6,257.3
36AA4105,"""CYL BLOCK PISTON ASSLY-LPG,PET 4S BSIV""",9,77613.3,8623.7
AA101864,ASSEMBLY CAMSHAFT,8,30113.6,3764
AA102075,ASSEMBLY HOT AIR DEFLECTOR,5,3320,664
36BA4039,KIT PIVOT PIN WITH GREASE HOLE,77,136250,1769
JA581221,NEEDLE VALVE ASSEMBLY,51,29415.3,577
JA621414,BODY STARTER ASSEMBLY,17,57004.4,3353.2
KPBB6301,BEARING-BALL-C3 CLEARANCE,10,4648,464.8
AA201276,"HARNESS WIRING REAR
",1,11487.2,11487.2
AA171022,ASSEMBLY DISTANCE PIECE TA TUBE,2,514.6,257.3
AN101165,FAN COVER,8,8698.4,1087.3
BB103389,COWLING CRANKCASE_BS4,1,207.5,207.5
DJ171044,"ADJUSTER CHAIN K2 K3 UG
ADJUSTER CHAIN K2 K3 UG
ADJUSTER CHAIN K2 K3 UG",6,2241,373.5
DJ191085,SPEEDOMETER ASSEMBLY,3,51200.1,17067
DJ221020,GUARD LEG  LH K2 UG,34,31042,913
DK181043,HANDLE BAR WEIGHT,16,6772.8,423.3
YDH19001,HEADLIGHT ASSEMBLY WO BULB,4,25431.2,6357.8
JN581203,"JET NEEDLE(JN)
",10,3486,348.6
DS161062,FENDER-REAR,0,0,1444.2
DH102230,GASKET HEAD CYLINDER,2,1543.8,771.9
52DH1323,TANK FLAP LH WH RO BLUE DECL P150 UG+BS4,1,1054.1,1054.1
52DH1335,FAIRING WITH KHI EB BLK WITH RED DECAL (P150 BS IV),29,113193,3903
52DH1357,SEAT COWL EB BLK WITH RED DECAL ( P150 UG+BS4),7,49501.2,7071.6
52DH1358,SEAT CWL W DKL RYL BLUE P150 UG+BS4,1,2971.4,2971.4
DH102261,SHIELD CAT,4,1029.2,257.3
DH111111,COIL H.T. 1,3,2290.8,763.6
DH161410,GRAB HANDLE ASSY- BLACK,5,12035,2407
DJ191069,LEVER & SUPPORT HOLDER ASY LH(6A,1,1701.5,1701.5
JG402005,UNIT CAN TERMINATION,1,166,166
JZ171818,FILTER PAPER ELEMENT,2,249,124.5
52JD0638,COWLING RH EBONY BLACK (P135 UG+BS4),7,9470.3,1352.9
52JD0639,COWLING RH ROYAL BLUE (P135 UG+BS4),1,1601.9,1601.9
52JL0918,K4 UG SIDE MASK LH SATIN BLK + RED DCAL,3,3510.9,1170.3
52JL0919,K4 UG SIDE MASK RH SATIN BLK + RED DCAL,3,3834.6,1278.2
52JL0936,K4 UG SIDE MASK LH SATIN BLK + WHITE DCA,2,2324,1162
52JL0937,K4 UG SIDE MASK RH SATIN BLK +WHITE DCAL,2,2124.8,1062.4
52JL0994,COVER SIDE ASSY LH  WHITE DECAL K4 BSIV,1,1784.5,1784.5
AA121336,OIL PUMP ASSEMBLY,20,15040,752
JL561206,ASSEMBLY ARM CHANGE BALL JOINT,3,2714.1,904.7
39213319,OIL SEAL [ KICK ],105,10458,99.6
DU191056,SWITCH CONTROL RH,4,1294.8,323.7
AA181019,LOCK SET RE 4S,1,3950.8,3950.8
AN121206,BRACKET OIL COOLER MTG.,8,2456.8,307.1
52JD0597,SIDE COVER RH ASSLY EB.BLK P135 UG+BS4,1,2348.9,2348.9
52JD0598,SIDE COVER RH ASSLY RO.BLE (P135 UG+BS4),2,2739,1369.5
52JD0603,COWLING LH EBONY BLACK (P135 UG+BS4),6,7968,1328
DH101380,SCREW - PAN :- PR-ECOATED (M6 X 12) - 39,10,207.5,20.75
DJ121030,INSULATOR - CARBURETTOR WITH CLAMPS,30,14940,498
DK101480,PLUNGER OIL PUMP,1,24.9,24.9
DK161070,FAIRING AIR INTAKE LH,7,1917.3,273.9
52JZ0951,SD.COVR RH ASLY EB.BLK WH RED DEC(D125),1,2498.3,2498.3
36JF0047,"KIT CALIPER MINOR W/O GREASE
",1,456.5,456.5
JH351601,"MOTOR ASSEMBLY STARTER
",3,17155.8,5719
JL561205,"ASSEMBLY LEVER SHIFT BALL JOINT
",3,3137.4,1045.8
AA101599,CLUTCH HOUSING ASSLY,6,22708.8,3784.8
AA161191,HOUSING HEADLAMP RH REFL,15,14691,979.4
AN101190,FILTER ASSEMBLY - OIL,45,26640,592
DK151094,COUPLING RUBBER,19,16400.8,863.2
JA351610,POSITIVE TERMIINAL ASSEMBLY,41,7723.4,188
JD151024,BLINKER MTG FR RH,1,91.3,91.3
24151060,CABLE ASSEMBLY - REAR :- RH - HAND BRAKE,36,23007.6,639.1
31191012,SPEEDO METER ASSY,1,5021.5,5021.5
JL161015,LEVER AND SUPPORT HOLDER ASSY (K16),1,1884.1,1884.1
36JU0001,KIT  RING SET KTM 200,1,1394.4,1394.4
AA201315,HARNESS WIRING FRONT,1,8997.2,8997.2
AN101328,GEAR REVERSE CONTROL,13,41541.5,3195.5
AN101421,RUBBER COUPLING - CNG,99,47658.6,481.4
DJ171033,U NUT SWING ARM,25,3527.5,141.1
JZ181401,REAR FENDER REAR,21,37648.8,1792.8
JD151038,BRACKET HEADLMAP MTG RH,4,332,83
JD401024,HEADLAMP ASSLY W/O BULB&HARNESS,5,32453,6490.6
JF231201,GUARD LEG LH,8,7835.2,979.4
DT402009,REGULATOR WITH INBUILT CAPACITOR-K8,2,14010.4,7005.2
GL171036,CONNECTOR FOR BREATHER AND VAPOR TUBE,1,16.6,16.6
DU201010,LAMP -DIR.IND:FR-RH:LMP BAS BLK+MFR LENS,15,10200,680
AL201100,CHARGER MOBILE,24,19176,799
LAD00062,BOLT FLANGED M6X1X105L (CYL. HEAD),10,664,66.4
AA111196,CDI ASSLY MULTI MAP-GASOLINE,1,5810,5810
LHD00005,PIN DOWEL-DIA. 8XL 15,10,1162,116.2
JZ231211,LEG GUARD,6,10756.8,1792.8
DU181047,BRACKET COWLING UPPER,4,2124.8,531.2
DK101571,SPRING JUDDER (FCC),5,2158,431.6
DH010121,DECAL WHEEL FRONT RH,4,1826,456.5
36DH4021,KIT GASKET PULSAR UG3,5,4025.5,805.1
JD531003,SPROCKET CAMSHAFT DRIVE,7,3369.8,481.4
52PF1154,SEAT COWL EBONY BLACK WH DKL PLATINA,2,10043,5021.5
52PF1156,COWLING WITH EBONY BLACK DECAL PLATINA,27,102841.2,3809
DH201107,HARNESS WIRING,1,10582.5,10582.5
DJ191008,CABLE - ACCELERATOR,56,28817.6,514.6
DU101228,BOLT FLANGED,10,249,24.9
JK402411,SPEEDOMETER,0,0,6482.3
JF351212,SPARK PLUG CAP,2,348.6,174.3
24151238,NUT SPECIAL M6 X 1 FOR HB CABLE,10,581,58.1
36AA4074,FLOAT BODY ASSY KIT (AA121257),1,747,747
36AA4102,VALAVE KIT FL_NEW,58,132452.4,2284
52AA4035,ASSEMBLY-FAREMETER 205FL,24,53983.2,2249.3
JF511249,TENSIONER ASSEMBLY,3,1416,472
AA111151,ROTOR ASSEMBLY,6,43326,7221
JH121042,BELLOW,1,273.9,273.9
JH401402,SWITCH CONTROL RH,1,356.9,356.9
JH511210,ASSEMBLY ROCKER ARM C101B,2,2606.2,1303.1
AA101949,ASSEMBLY CRANKSHAFT,1,11744.5,11744.5
JU511214,VALVE STEM SEAL,22,4565,207.5
JL181464,FENDER BRACE -K16A SOFT MTG,2,2722.4,1361.2
JL531203,SLEEVE BALANCER DRIVEN,1,730.4,730.4
BF185068,MUDFLAP REAR RH,2,969,484.5
BF185071,MUDFLAP FRONT RH,2,867,433.5
BF185072,MUDFLAP FRONT LH,2,867,433.5
24151289,CAP ASSY RESERVOIR WO LIS,16,1859.2,116.2
24151290,ASSEMBLY BRAKE RESERVOIR,6,4930.2,821.7
24151291,CYLINDER ASSEMBLY TANDEM MASTER,1,5378.4,5378.4
DH102022,GEAR 2ND DRIVEN,3,3012.9,1004.3
DH102200,GUIDE STARTER ASSEMBLY,2,3220.4,1610.2
LAE00023,BOLT FLANG SMAL-M6X1XL47XPRECOAT,50,1245,24.9
AA101050,1 st SPEED GEAR,0,0,4540.1
DH102201,CAMSHAFT CAP,10,2241,224.1
DJ111098,CDI NON TPS ASSEMBLY K2,2,10590.8,5295.4
JY571012,OIL PUMP ASSLY COMP,1,1494,1494
PD131007,WHEEL FRONT - A102 (TUBE LESS TYRE),1,8150.6,8150.6
36JF0117,KIT CYL BLOCK PIST ASSLY NS160,5,59386.5,11877.3
52DH1322,TANK FLAP LH KHI EB BL WH RED DECL P150 UG+BS4,1,1909,1909
52DH1324,TANK FLAP RH KHI EB BL WH RED DECL P150 UG+BS4,10,20667,2066.7
56DH057T,PAINTED FENDER FRONT P150 BSIV KHI EB BL,9,32942.7,3660.3
DH191066,ASSEMBLY SPEEDOMETER  K1UG,1,17977.8,17977.8
BF401015,CABIN ROOF LIGHT,1,450.5,450.5
DH221012,LEG GUARD LH UG,3,3037.8,1012.6
DH221013,LEG GUARD RH UG,10,9130,913
JG561218,TORSION SPRING (FINAL CONFG),20,747,37.35
BF511296,ASSEMBLY ROCKER ARM INTAKE,1,739.5,739.5
52DH0815,K1 FLAP LH BLACK WITH WINE RED DECAL,3,5801.7,1933.9
BF551446,PLATE FRICTION REDUCED,2,442,221
AA111178,CDI MULTI MAP ASSY -GASOLINE DOM,4,19920,4980
36JH0028,KIT VALVE V12,8,13612,1701.5
DH102272,SHIELD MUFFLER,6,6474,1079
52JZ1811,SIDE COVER LH WH EB.BLCK DECAL(D-125 UG,2,5162.6,2581.3
JD131816,DISC BRAKE FRONT,1,5411.6,5411.6
JE351246,ASSEMBLY CDI D109,3,15687,5229
52JL1035,STEP ASSLY MAIN RH SLATE GREY K4 UG BSIV,9,6947.1,771.9
52PF0560,FUELTANK EBONY BLACK WT DECAL PLATINA ES- (ALT TO  52PF0338),3,56747.1,18915.7
AA101750,ASSEMBLY PINION-FAREMETER,50,19505,390.1
PA113077,STEP RIDER RH,1,913,913
PA161014,PEDAL BRAKE,6,8864.4,1477.4
52JF0455,K11 UG TANKCOVER LH SATIN BLK + PAS RE,0,0,6963.7
52JF0459,K11 UG TANK COVER LH SAT BLK + M WHITE +,2,13363,6681.5
36PD0054,KIT BANJO BOLT,2,730.4,365.2
52DH1883,SEAT COWL WH DECAL KHI EB. BLK K1R,0,0,4772.5
36JY0103,KIT FRICTION PLATE KTM 390 A & S MY 15,1,10000,10000
PD401032,INDICATOR LH REAR,2,3552.4,1776.2
PD401033,INDICATOR RH REAR,2,3784.8,1892.4
52JL0927,K4 UG SIDE MASK LH SATIN BLK + BLK DCAL,1,1037.5,1037.5
JG171802,FINE FUEL FILTER,6,3315,552.5
KBBC0520,SCREW PAN CROSS,10,85,8.5
JD401003,INDICATOR RR LH-CL LENS,1,1029.2,1029.2
PD551421,CLUTCH CENTER,2,2390.4,1195.2
YPD14001,H/L WITH DRL-STREET,2,20342.4,10171
YPD15001,TAIL LAMP WITHOUT BULB,3,6548.7,2182.9
56JL384R,BELLY PAN LH K4 UG PASSION RED,1,3486,3486
DH102013,GEAR 2ND DRIVE,3,1419.3,473.1
DH191068,GRIP HAND RH,2,448.2,224.1
JZ233495,"TANK DECAL 3D ""DISCOVER"" - WITH BLACK SHADOW",1,2274.2,2274.2
JC181022,COVER TRAIL 'B',5,249,49.8
22181058,PLATE ASSEMBLY - STEERING LOCK,35,6681.5,190.9
JA511011,HOSE C'CASE BREATHER,2,398.4,199.2
AN101312,GASKET DIFFERENTIAL COVER,29,11072.2,381.8
36DH4173,MINOR KIT REAR MST CYLINDER ENDU,2,581,290.5
36DH4177,KIT MINOR REAR CALIPER ENDU,5,2116.5,423.3
52DJ0723,FUEL TANK BSIV EBONY BLACK WITH  RED 3DDECAL,1,25256.9,25256.9
24171117,BOLT HEXAGON WTTH FLANGE,10,498,49.8
JC101037,CYL BLOCK/PISTON ASSEMBLY,3,36777.3,12259.1
AN101162,COWLING INTAKE SIDE,14,9877,705.5
AN111017,H. T. COIL WITH CABLE - LH,15,14193,946.2
DK161308,HOLDER STEP - LH (MLT SILVER P-180),1,4855.5,4855.5
AA101780,GEAR SPEED- 2ND,4,9993.2,2498.3
DY561400,LEVER GEAR SHIFT ASSEMBLY,5,6142,1228.4
59040029,BOLT HEX. - FLANGE M5X21L,30,498,16.6
AA102082,GASKET,24,597.6,24.9
AA102167,COVER ASSEMBLY-GEAR SHIFTER,3,796.8,265.6
AA102171,GASKET EXHAUST,5,1120.5,224.1
AA102193,GROMMET,19,2996.3,157.7
JA351626,SEAL (YOKE),3,423.3,141.1
JB511011,BOLT HEAD MOUNTING-M8X1.25X190L,16,5710.4,356.9
AZ351001,ROTOR ASSEMBLY,4,28448,7112
LHC00001,PIN SPRING GEAR COTR.TUBE-DI,20,332,16.6
DK101569,PLATE PRESSURE (FCC),30,34362,1145.4
PA121042,FORK PIPE SPINNING,16,56971.2,3560.7
DK101247,RETAINER VALVE SPRING,30,3360,112
DK73044M,FR FENDER UG4 MIDNIGHT BLACK FOR SPD (DK74034M),8,32668.8,4083.6
PA131010,WHEEL FRONT DRUM - 1.4 X 17,1,6557,6557
PA122001,SWING ARM ASSY,2,13429.4,6714.7
JZ113021,STAY RH MAIN STEP,2,1460.8,730.4
JU551402,SPRING -CLUTCH,25,4772.5,190.9
24141130,TAP ASSEMBLY,10,5893,589.3
36PA0002,KIT GUIDE CAMCHAIN,0,0,539.5
JL111054,ENGINE MTG BOLT FRONT,3,747,249
AP201121,BRUSH HOLDER SUB ASSY,19,9146.6,481.4
PA401405,SWITCH CONTROL RH,3,3984,1328
AA161190,HOUSING HEADLAMP LH REFL,31,29332.2,946.2
36244044,KIT LOCK FUEL FILLING DOOR (24181144) WI,5,2407,481.4
PA351213,CDI D105A,1,6274.8,6274.8
DK101732,ASSEMBLY DRUM,2,2871.8,1435.9
JA541034,STOPPER GEAR STARTER_ ALUMINIUM,3,747,249
DK101330,GUIDE CHAIN KIT,1,539.5,539.5
36DU1000,Oil  Seal  Kit -CT100,31,22127.8,713.8
36DS1000,Oil Seal Kit-Discover,10,5602.5,560.25
36DF1000,Oil Seal Kit- Boxer Deluxe,44,34328.8,780.2
JL181409,ASSEMBLY HUGGER REAR,5,6059,1211.8
AA201260,HARNESS WIRING FRONT,0,0,9536.7
PF511061,SLEEVE SPARK PLUG B104D,3,1693.2,564.4
DK101503,ENGINE TEMPERATURE SENSOR (M10),3,2365.5,788.5
JD401008,LED TAIL LAMP ASSEMBLY,2,13944,6972
JD511209,SHAFT ROCKER ARM INTAKE,25,2490,99.6
DK101625,CYL BLOCK PISTON ASSLY 220 S/SF FOR SPD,1,12640.9,12640.9
AF201146,SWITCH-START,23,15272,664
59040050,FLANGED BOLT M8X1.25X148L (BASH-0404),18,5378.4,298.8
AA101564,GUIDE -CHAIN,99,46015.2,464.8
24131075,SEAL - OIL,2,531.2,265.6
AA101594,INSULATOR,18,2539.8,141.1
AA121136,GUARD - OIL COOLER,4,2788.8,697.2
AN101135,GASKET CYLINDER,110,24651,224.1
JZ181415,FENDER BRACE,1,888.1,888.1
36PA0012,KIT AIR SCREW DISCO-M,2,830,415
JD561203,INHIBITOR COMP. GEAR SHIFT,15,4606.5,307.1
36311508,KIT CHAIN SPROCKET 4S,16,71712,4482
AA101819,"FLANGE ASSY GEAR SHIFTER
",5,4565,913
DK201065,TANK UNIT K3 LHS,6,7728,1288
59150014,NUT FLANGE,36,2390.4,66.4
36DZ0020,KIT FRONT FORK SEAL KIT,24,11952,498
JG551447,PRESSURE PLATE,110,33226,302
AA101116,SPROCKET - CRANKSHAFT,60,31374,522.9
52JZ0099,SEAT  COWL AASEMBLY BLACK 2 GOLD MCM,1,4897,4897
JE561001,DRUM COMP GEAR SHIFT DISCO-H,1,1377.8,1377.8
JC111026,STATOR ASSY 18 POLE,1,6922.2,6922.2
PF151015,HANDLE BAR,15,35482.5,2365.5
DK101237,WASHER COPPER OIL COOLER,30,1245,41.5
DK101063,GASKET CYLINDER BLOCK,41,4764.2,116.2
DK161137,HOLDER STEP LH,2,9096.8,4548.4
DU111001,CDI ASSY WITH DAMPER FOR CT-100 (DF111017),7,22775.2,3253.6
JL511022,GASKET CYLINDER HEAD,19,39293.8,2068
AA191080,CABLE INNER SPEEDOMETER,87,22385.1,257.3
DJ111092,DC CDI UNIT,2,11321.2,5660.6
AA201185,FUSE BOX 3W RE 4S-UG,29,33136.2,1143
36JE0013,KIT CYL HEAD BLACK SPRINT,1,12440,12440
PF121073,SEAL OIL,6,2689.2,448.2
DK191013,SPRING REAR BRAKE PEDAL,6,398.4,66.4
JC151007,LEVER CAM BRAKE,3,2739,913
LCF00001,NUT DOMED CAP M8X1.25XCL10,25,1660,66.4
36JA0004,KIT CHAIN GUIDE KIT XCD,2,996,498
52DU0929,COWLING EBONY BLACK WITH RED DKL CT100ES,4,10889.6,2722.4
52DU0933,SIDE COVER RH EB. BLK WH BL DKL CT100ES,1,2440.2,2440.2
52DU0934,COWLING EBONY BLACK WITH BL DKL CT100ES,6,17977.8,2996.3
DU191063,SPEEDOMETER,2,10474.6,5237.3
DU201123,INDICATOR FRONT LH,10,9047,904.7
36DU1504,FRONT HUB BUSHING KIT - CT 100,16,2257.6,141.1
JW131809,CALIPER MINI KIT,20,9960,498
JD113031,ASSEMBLY MAIN STEP LH PULSAR PEG,13,11976.9,921.3
DH101531,GEAR KICK IDLER,4,5478,1369.5
52DU0579,SEAT COWL WITH DECAL - BLACK RED,1,4880.4,4880.4
52DJ0517,FAIRING BLACK WITH SAFFIRE BLUE DECAL,2,7055,3527.5
KAED0622,BOLT-FLANGED-SMALL,50,1245,24.9
DK151085,PAD BRAKE REAR SET,15,19920,1328
36JZ0016,KIT IDLING SCREW - DISCO H,12,3386.4,282.2
JB181421,BRACE FENDER - DISC,12,15438,1286.5
JZ73045B,SEAT COWL ASSLY PNTD D125 BLK RED DKL,1,5453.1,5453.1
PF113028,DAMPER RIDER FOOTREST,4,2722.4,680.6
JB181211,WIND SHIELD,5,7760.5,1552.1
DK101182,ASSEMBLY LEVER COMPLETE CHANGE,6,7569.6,1261.6
KAAG0885,Bumper BOLT,10,747,74.7
DZ191035,ACCELERATOR CABLE,13,11761.1,904.7
24231641,PACKING SHIELD & WINDSHIELD REFL,5,4108.5,821.7
JK351600,STARTER RELAY WITHOUT NUT,1,1411,1411
DK151073,KIT R/MASTER CYL/MAJOR,16,24568,1535.5
36AA1003K,GASKET KIT - 3W (175 CC),50,85490,1709.8
JA351203,IGNITION COIL KIT - LH,2,2689.2,1344.6
JN181011,BUSH 2 - WINDSHIELD MTG,10,581,58.1
JB401401,CONTROL SWITCH RH(SS),8,12881.6,1610.2
52DH1877,Tank Flap Rh Assly Wh Dkl Khi Eb Blk,2,4664.6,2332.3
JZ401038,INDICATOR REAR LH,9,10084.5,1120.5
36JZ0015,KIT COVER MAGNETO DISC H,2,5693.8,2846.9
JZ151036,UNDER BRACKET ASSY,16,69037,4315
RJN73023C,Seat Cowling _ Black with red decal,2,11371,5685.5
RJN73023B,Seat Cowling _ Black Blue,3,20418,6806
AA101446KA,CYLINDER BLOCK PISTON KIT (3W 175cc),0,0,7204.4
JL151034,HANDLEBAR TUBE ASSY RH,10,24070,2407
DH111081,STATOR ASSY 8 POLE,3,14666.1,4888.7
JZ581402,INTAKE MANIFOLD,2,1577,788.5
AN121085,OIL FILTER COVER,2,1128.8,564.4
AA151036,PIPE ASSY REAR SINGLE PIECE,2,6092.2,3046.1
JN581208,JET HOLDER KIT,2,2008.6,1004.3
JZ161004,ROD BRAKE,8,1992,249
36JW0011,KIT CHAIN SPROCKET XCD 135 CC,3,14815.5,4938.5
36AA4044,PISTON VALVE,2,1792.8,896.4
52PF0327,FAIRING CANDY RED WH DEC(PLATINA B104D),1,4614.8,4614.8
JA551421,PLATE JUDDER,13,5179.2,398.4
JA581009,FLAME ARRESTOR,1,232.4,232.4
52DH2137,Fuel Tank -BLACK WITH BLUE DECAL-PULSAR 150 TWIN DISK,1,25505.9,25505.9
52DH1876,TANK FLAP LH ASSLY WH DKL KHI EB BLK K1R,3,7943.1,2647.7
52DH2010,TANK FLAP LH ASY DCL KHI EB.BLK RED K1R,2,5444.8,2722.4
52DH2011,TANK FLAP RH ASY DCL KHI EB.BLK RED K1R,2,4996.6,2498.3
36JB0003,KIT CHAIN SPROCKET PLATINA UG,16,65470.4,4091.9
24101100,MAIN SHAFT [24Y [24-1010-99],5,24485,4897
DJ7401X4,FAIRING - FLAME RED,1,4233,4233
BA102042,GASKET  HEAD  COVER,5,498,99.6
36DS1002,KIT - VALVE,181,306137,1691
39008004,BOLT,30,1494,49.8
AA121280,CARBURETTOR ASSY. FOR EVAP,1,8499.2,8499.2
31101191,FORK SHIFT *,2,1444.2,722.1
24191059,ACC.CABLE COMPT. [FF],4,1958.8,489.7
DJ161131,MAIN STEP ASSEMBLY COMPLETE RH,6,10756.8,1792.8
AA221033,TOOL KIT,1,2025.2,2025.2
30151041,GEAR METER SCREW,148,37362.9,252
DS191015,GRIP - HAND :- LH (VARROC),25,10398.9,416
DS101197,SPROCKET-OUTPUT [14T],39,25335.3,650
DG141019,DAMPER,50,4980,99.6
DJ101012,GASKET-CYLINDER HEAD,39,27017,693
AA101031,PRIMARY PINION,7,11329.5,1618.5
22231228,CENTRAL GLASS,2,6042.4,3021.2
AE121001,REED  VALVE  ASSY,37,34088.1,921.3
AB151095,MINOR KIT- RE WHEEL CYL D25.4,50,14525,290.5
DE151015,BRAKE - MASTER CYLINDER [ KBX ],2,12350.4,6175.2
22171007,GREASE SEAL [ R / HUB ],80,10624,132.8
52DU0923,FUEL TANK BLACK BLU WITH DECAL(CT_100_ES,2,41134.8,20567.4
39171905,STUD,41,13271.7,323.7
30101096,PLATE-CLUTCH ( STEEL),80,11952,149.4
31191003,CABLE COMP SPEEDOMETER,13,7553,581
36JZ0080,KIT CHAIN SPROCKET-D125 MX,4,25630.4,6407.6
DD101336,LEVER COMPLETE CHANGE SHAFT,3,3535.8,1178.6
DD181187,BRACKET NUMBER PLATE - FRONT,11,1004.3,91.3
DJ151069,SCREW - BLEEDER [ ETS ],30,8217,273.9
DS181084,SPRING -MAIN:-INCREASED FREE LENGTH FORK,10,5146,514.6
JN181005,BRACKET HEAD LAMP MTG,22,4565,207.5
DS161085,HOLDER - LH :- STEP,3,4233,1411
39218919K,OIL SEAL KIT(DISCOVER 135),11,5478,498
AA101750K,SPEEDO METER WHEEL SET (205D & FL),50,36520,730.4
24151061K,HAND BRAKE LEVER ASSEMBLY KIT FOR 3W,15,21538.5,1435.9
39218819,OIL SEAL [ MAGENTO ],45,7096.5,157.7
39200811,PLAIN WASHER,80,5976,74.7
AB151049,BANJO BOLT M10x1 BRK,9,971.1,107.9
AB101038,GROMMET BREATHER,18,3436.2,190.9
24171094,SHOCKABSORBER ASSEMBLY-REAR,50,109145,2182.9
DE151046,SCREW - BLEEDER [ KBX ],11,1643.4,149.4
AA231255,GLASS GREEN WINDSHLD SINGLE PC,49,760965.6,15530
52JZ1850,COWLING SAFFIRE BLUE WITH DECAL (D125 UG,1,3046.1,3046.1
AB171005,BEARING BUSH - BIMETL,12,4980,415
30191023,LEVER - CLUTCH,3,1170.3,390.1
30151082,OIL SEAL [ R / SPROCKET HUB ],4,597.6,149.4
DH191006,SPRING - BRAKE PEDAL,4,365.2,91.3
DS121113,ADJUSTER (PS) SET CARBURETTOR,25,9960,398.4
39121420,BEARING BALL [6004],8,5511.2,688.9
DH101171,SHAFT-STARTER COUNTER,4,398.4,99.6
31101124,SHAFT KICK,28,27423.2,979.4
31101173,KEY-WOODRUFF,119,3878.8,33
39195604,FLANGE BOLT,10,332,33.2
DD221007,MIRROR  ASSY  LH,6,5926.2,987.7
DD101067,SPRING,10,290.5,29.05
39019811,P WASHER,20,249,12.45
CL201023,BULB - HEAD LAMP 12V-35/35W-HS1,109,47074.1,432
AA111072,ROTOR ASSY- FOR MITSUBA MOTOR,6,44172.6,7362.1
DJ161129,STEP ASSEMBLY COMPLETE-PILLION:-RH,10,7387,738.7
AA101220,GROMMET FOR PICKUP,4,597.6,149.4
AA131033,SATELLITE GEAR HSG.ASSLY,0,0,2265.9
39104119,OIL SEAL [ CLUTCH LEVER ],80,7968,99.6
39054311,PLAIN WASHER,141,2340.6,16.6
36011001,M.G PIN KIT (01-1010-08),59,10773.4,182.6
DU101056,SPROCKET - CAM DRIVEN [28T],27,5826.6,215.8
15101171,SPACER WASHER,10,1245,124.5
DD101062,BOLT,150,6225,41.5
AA121187,CHOKE PISTON ASSAY,24,6374.4,265.6
DJ161127,STEP ASSEMBLY-MAIN :-RH,64,53651.2,838.3
24131009,BEVEL GEAR,20,25896,1294.8
24131046,LEVER & SECTOR COMP,0,0,688.9
DS201028,SWITCH-CONTROL:-RH-ES WITH RIDE CONTROL,4,6972,1743
DU191003,GRIP ASSEMBLY - RIGHT HAND,17,9656,568
AA101013,BLOCK GASKET,49,7320.6,149.4
AA191010,REVERSE GEAR CABLE COMP,0,0,730.4
JL151035,HANDLEBAR WEIGHT,9,4631.4,514.6
JZ73045E,SEAT COWL ASSLY PNTD D125 BLK1 MAGENTA R,1,5735.3,5735.3
DH101006,GASKET - CRANKCASE,54,17692,328
39235717,EXTERNAL CIRCLIP,42,697.2,16.6
39188515,NUT,22,4017.2,182.6
39266220,BEARING NEEDLE (15 X 21 X 12),7,1278.2,182.6
52DH1885,SIDE CVR LH ASSLY WH DKL KHI EB. BLK K1R,3,6623.4,2207.8
52DH1886,SIDE CVR RH ASSLY WH DKL KHI EB. BLK K1R,1,3303.4,3303.4
52DH2014,SEAT COWL WH DCL KHI EBONY BLACK RED(K1R,1,7968,7968
36102401,OIL SEAL KIT [ 3W-3P ],70,45899,655.7
AF201248,REGULATOR,1,5610,5610
DH181022,WEIGHT - HANDLEBAR,21,11503.8,547.8
DH101144,SPRING - GEAR SHIFT RETURN,12,796.8,66.4
28101038,SPRING,50,830,16.6
03100718,BOLT,50,2075,41.5
DD121013,FILTER  FUEL,60,13524,225
AA111203,STATOR ASSEMBLY,5,26850.5,5370.1
BF351258,PLUG SPARK,11,3560.7,323.7
LAE00045,BOLT FLANG-M8X1.25XL30XCL10.9XBR,20,747,37.35
24100314,OIL SEAL [ MAIN SHAFT ],34,3386.4,99.6
DH121059,FLOAT ASSY,1,1585.3,1585.3
31181108,RING SNAP - ES,31,385.95,12.45
13101031,CAP,25,6225,249
01100614,LOCK RING,15,373.5,24.9
31101137,HOLDERL,25,6017.5,240.7
52DH2136,FUEL TANK  EBY BLK WITH RED DECAL- PULSAR TWIN DISK,2,54946,27473
AA131014,DIFFERENTIAL COVER,4,11620,2905
AA101055,TRUST WASHER,40,1328,33.2
31101040,GUIDE,10,664,66.4
BA132173,FLANGE- WHEEL SIDE,16,19654.4,1228.4
39219421,RING O,3,448.2,149.4
39149919,OIL SEAL [ CRANK SHAFT ],3,871.5,290.5
39182812,SPRING WASHER (39-0788-12),50,415,8.3
06111279,PICK UP COIL,15,6100.5,406.7
39214124,NYLON WASHER,30,498,16.6
DD151005,SPEEDOMETER  GEAR,20,1494,74.7
JL131805,PAD,8,10690.4,1336.3
JN571001,CAP STRAINER (DISCOVER BLACK),10,2739,273.9
AA191026,CABLE INNER CLUTCH,10,2656,265.6
